epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0,0,0.13884,0.13424,2.82,264,523,784,1042,1303,1563,1820,2080,2340,2599,2859,3119,3379,3638,3898
1,0.01504,0.01561,0.1377,0.13307,2.87,264,523,784,1041,1304,1564,1820,2081,2339,2598,2858,3118,3378,3638,3898
2,0.02269,0.0236,0.13716,0.13253,2.92,265,522,785,1041,1305,1565,1820,2081,2339,2597,2857,3117,3377,3637,3898
3,0.02798,0.02916,0.13679,0.13215,2.97,265,522,786,1040,1306,1566,1821,2082,2340,2596,2857,3117,3377,3637,3897
4,0.03407,0.03502,0.13636,0.13175,3.02,265,522,786,1039,1307,1567,1822,2083,2340,2595,2857,3116,3376,3636,3897
5,0.04142,0.04196,0.13584,0.13128,3.08,265,522,787,1039,1308,1567,1822,2084,2339,2594,2856,3115,3375,3636,3897
6,0.0495,0.04995,0.13527,0.13073,3.13,266,522,787,1039,1308,1568,1823,2085,2339,2593,2856,3114,3375,3635,3896
7,0.0575,0.05786,0.1347,0.13018,3.18,266,523,788,1038,1309,1569,1824,2086,2339,2592,2856,3114,3374,3635,3896
8,0.06499,0.06484,0.13416,0.1297,3.27,266,523,788,1038,1310,1570,1825,2087,2339,2591,2855,3113,3373,3634,3896
9,0.0719,0.07115,0.13366,0.12926,3.32,266,523,788,1037,1311,1571,1825,2088,2339,2591,2854,3112,3373,3634,3896
10,0.07836,0.07722,0.1332,0.12884,3.38,267,524,789,1037,1312,1572,1826,2089,2338,2590,2854,3112,3372,3633,3895
11,0.08464,0.0832,0.13274,0.12842,3.52,267,524,789,1037,1312,1573,1826,2090,2338,2589,2853,3111,3371,3633,3895
12,0.09052,0.08899,0.13232,0.12802,3.58,267,524,789,1036,1313,1573,1826,2091,2337,2588,2852,3110,3371,3632,3895
13,0.09574,0.09402,0.13194,0.12766,3.64,267,525,790,1036,1313,1574,1826,2092,2337,2587,2851,3109,3370,3632,3894
14,0.10011,0.09834,0.13162,0.12736,3.7,268,525,790,1035,1313,1575,1826,2093,2336,2586,2850,3109,3369,3632,3894
15,0.10373,0.10194,0.13135,0.1271,3.75,268,525,790,1035,1313,1575,1826,2094,2336,2585,2849,3108,3369,3631,3894
16,0.10688,0.10499,0.13112,0.12689,3.81,268,526,791,1035,1314,1576,1826,2095,2335,2584,2848,3107,3368,3631,3893
17,0.10995,0.10789,0.1309,0.12668,3.87,268,526,791,1034,1314,1577,1826,2097,2335,2584,2847,3106,3367,3630,3893
18,0.11318,0.11097,0.13066,0.12646,3.92,269,527,791,1034,1314,1577,1826,2098,2334,2583,2847,3105,3367,3630,3893
19,0.1166,0.11425,0.13041,0.12623,3.98,269,527,791,1033,1315,1578,1827,2099,2334,2582,2846,3105,3366,3629,3893
20,0.12004,0.11749,0.13015,0.126,4.04,269,528,791,1033,1315,1579,1827,2100,2333,2581,2845,3104,3365,3629,3892
21,0.12339,0.12059,0.1299,0.12578,4.1,269,528,791,1033,1316,1579,1828,2101,2332,2580,2844,3103,3365,3628,3892
22,0.12668,0.12361,0.12966,0.12556,4.15,270,529,792,1032,1317,1580,1828,2102,2332,2580,2843,3102,3364,3628,3892
23,0.13003,0.12667,0.12941,0.12534,4.2,270,529,792,1032,1317,1581,1829,2103,2331,2579,2842,3101,3363,3627,3891
24,0.13353,0.12987,0.12915,0.12511,4.25,270,529,791,1031,1318,1581,1830,2104,2331,2578,2841,3101,3363,3627,3891
25,0.1372,0.13324,0.12888,0.12487,4.31,271,530,791,1031,1319,1582,1830,2105,2330,2577,2840,3100,3362,3626,3891
26,0.141,0.13674,0.12859,0.12462,4.36,271,530,791,1030,1319,1583,1831,2106,2329,2577,2839,3099,3361,3626,3891
27,0.1448,0.14023,0.12831,0.12436,4.41,271,531,791,1030,1320,1583,1831,2107,2329,2576,2838,3098,3361,3626,3890
28,0.1485,0.14356,0.12803,0.12412,4.47,271,531,791,1029,1321,1584,1832,2108,2328,2575,2837,3097,3360,3625,3890
29,0.15201,0.1467,0.12777,0.12389,4.52,272,531,790,1029,1321,1584,1832,2109,2327,2575,2836,3097,3359,3625,3890
30,0.15538,0.14969,0.12751,0.12368,4.58,272,532,790,1028,1322,1585,1833,2109,2327,2574,2835,3096,3359,3624,3890
31,0.15869,0.1526,0.12726,0.12346,4.64,272,532,789,1028,1322,1586,1833,2110,2326,2573,2834,3095,3358,3624,3889
32,0.16201,0.15552,0.12701,0.12325,4.69,272,532,789,1027,1323,1586,1834,2111,2325,2573,2833,3094,3357,3623,3889
33,0.16536,0.15848,0.12676,0.12304,4.75,273,533,788,1027,1324,1587,1834,2112,2325,2572,2832,3093,3357,3623,3889
34,0.16874,0.16141,0.1265,0.12282,4.8,273,533,788,1026,1325,1588,1835,2113,2324,2571,2831,3092,3356,3623,3888
35,0.17211,0.16432,0.12624,0.12261,4.86,273,533,787,1026,1325,1588,1835,2113,2323,2571,2830,3091,3355,3622,3888
36,0.17549,0.1672,0.12599,0.1224,4.91,274,534,786,1025,1326,1589,1835,2114,2323,2570,2829,3090,3355,3622,3888
37,0.17891,0.17005,0.12572,0.12219,4.97,274,534,786,1025,1327,1590,1836,2115,2322,2570,2828,3089,3354,3622,3888
38,0.18243,0.17306,0.12545,0.12197,5.02,274,534,785,1024,1327,1590,1836,2116,2321,2569,2827,3089,3353,3621,3887
39,0.18602,0.17621,0.12518,0.12173,5.08,274,534,784,1023,1328,1591,1836,2116,2321,2569,2826,3088,3353,3621,3887
40,0.18963,0.17941,0.1249,0.1215,5.13,275,534,783,1023,1329,1592,1836,2117,2320,2568,2825,3087,3352,3621,3887
41,0.19316,0.18252,0.12463,0.12127,5.18,275,534,783,1022,1329,1592,1836,2117,2319,2568,2824,3086,3352,3620,3886
42,0.19651,0.18552,0.12437,0.12104,5.24,275,535,782,1021,1330,1593,1836,2118,2319,2567,2823,3085,3351,3620,3886
43,0.19961,0.18825,0.12413,0.12084,5.3,276,535,781,1021,1331,1594,1836,2119,2318,2567,2822,3084,3350,3620,3886
44,0.20249,0.19072,0.12391,0.12066,5.35,276,535,780,1020,1331,1595,1836,2119,2317,2566,2822,3083,3350,3619,3886
45,0.20528,0.19309,0.12369,0.12048,5.41,276,535,780,1019,1332,1595,1836,2120,2317,2566,2821,3082,3349,3619,3885
46,0.2081,0.19549,0.12347,0.1203,5.46,277,535,779,1018,1333,1596,1837,2120,2316,2565,2820,3081,3348,3619,3885
47,0.21092,0.19789,0.12325,0.12012,5.52,277,534,778,1018,1334,1597,1837,2121,2316,2565,2819,3080,3348,3618,3885
48,0.21369,0.20025,0.12303,0.11994,5.57,277,534,777,1017,1334,1598,1837,2121,2315,2564,2818,3079,3347,3618,3884
49,0.21642,0.20256,0.12282,0.11977,5.62,277,534,776,1016,1335,1598,1837,2122,2314,2564,2817,3079,3346,3618,3884
