epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0,0,0.16863,0.16736,0.1,3,6,9,13,16,19,22,25,28,31,34,37,40,44,47,50,53,56,59,62
1,0,0,0.16319,0.16196,0.16,3,6,9,13,16,19,22,25,28,31,34,37,40,44,47,50,53,56,59,62
2,0,0,0.15925,0.15806,0.22,3,6,9,13,16,19,22,25,28,31,34,37,40,44,47,50,53,56,59,62
3,0,0,0.15679,0.15566,0.29,3,6,9,13,16,19,22,25,28,31,34,37,40,44,47,50,53,56,59,62
4,0,0,0.15564,0.15459,0.36,3,6,9,13,16,19,22,25,28,31,34,37,40,44,47,50,53,56,59,62
5,0,0,0.15542,0.15445,0.42,3,6,9,13,16,19,22,25,28,31,34,37,40,44,47,50,53,56,59,62
6,0,0,0.15559,0.15468,0.48,3,6,9,13,16,19,22,25,28,31,34,37,40,44,47,50,53,56,59,62
7,0,0,0.15565,0.15481,0.54,3,6,9,13,16,19,22,25,28,31,34,37,40,44,47,50,53,56,59,62
8,0,0,0.15534,0.15456,0.6,3,6,9,13,16,19,22,25,28,31,34,37,40,44,47,50,53,56,59,62
9,0,0,0.15459,0.15384,0.66,3,6,9,13,16,19,22,25,28,31,34,37,40,44,47,50,53,56,59,62
10,0,0,0.15349,0.15276,0.71,3,6,9,13,16,19,22,25,28,31,34,37,40,44,47,50,53,56,59,62
11,0,0,0.1522,0.15145,0.77,3,6,9,13,16,19,22,25,28,31,34,37,40,44,47,50,53,56,59,62
12,0,0,0.15088,0.15009,0.83,3,6,9,13,16,19,22,25,28,31,34,37,40,44,47,50,53,56,59,62
13,0,0,0.14964,0.14882,0.89,3,6,9,13,16,19,22,25,28,31,34,37,40,44,47,50,53,56,59,62
14,0,0,0.14859,0.14773,0.95,3,6,9,13,16,19,22,25,28,31,34,37,40,44,47,50,53,56,59,62
15,0,0,0.14773,0.14685,1.01,3,6,9,13,16,19,22,25,28,31,34,37,40,44,47,50,53,56,59,62
16,0,0,0.14705,0.14615,1.07,3,6,9,13,16,19,22,25,28,31,34,37,40,44,47,50,53,56,59,62
17,0,0,0.14647,0.14557,1.13,3,6,10,13,16,19,22,25,28,31,34,37,40,44,47,50,53,56,59,62
18,0,0,0.14594,0.14504,1.19,3,6,10,13,16,19,22,25,28,31,34,37,40,44,47,50,53,56,59,62
19,0,0,0.14541,0.14453,1.25,3,6,10,13,16,19,22,25,28,31,34,37,40,44,47,50,53,56,59,62
20,0,0,0.14489,0.14403,1.31,3,6,10,13,16,19,22,25,28,31,34,37,40,43,47,50,53,56,59,62
21,0,0,0.14435,0.14348,1.37,3,6,10,13,16,19,22,25,28,31,34,37,40,43,47,50,53,56,59,62
22,0,0,0.14375,0.14286,1.42,3,6,10,13,16,19,22,25,28,31,34,37,40,43,47,50,53,56,59,62
23,0,0,0.14308,0.14219,1.48,3,6,10,13,16,19,22,25,28,31,34,37,40,43,47,49,53,56,59,62
24,0,0,0.14236,0.14148,1.53,3,6,10,13,16,19,22,25,28,31,34,37,40,43,47,49,53,56,59,62
25,0,0,0.14164,0.14078,1.6,3,6,10,13,16,19,22,25,28,31,34,37,40,43,47,49,53,56,59,62
26,0,0,0.14099,0.14016,1.65,3,6,10,13,16,19,22,25,28,31,34,37,40,43,47,49,53,56,59,62
27,0,0,0.14046,0.13966,1.71,3,6,10,13,16,19,22,25,28,31,34,38,40,43,47,49,53,56,59,62
28,0,0,0.14005,0.13927,1.77,3,6,10,13,16,19,22,25,28,31,34,38,40,43,47,49,53,56,59,62
29,0,0,0.13971,0.13895,1.83,3,6,10,13,16,19,22,25,28,31,34,38,40,43,47,49,53,56,59,62
30,0,0,0.13939,0.13865,1.88,3,6,10,13,16,19,22,25,28,31,34,38,40,43,47,49,53,56,59,62
31,0,0,0.13904,0.13831,1.95,3,6,10,13,16,19,22,25,28,31,34,38,40,43,47,49,53,56,59,62
32,0,0,0.13861,0.13789,2.01,3,6,10,13,16,19,22,25,28,31,34,38,40,43,47,49,53,56,59,62
33,0,0,0.13811,0.13739,2.07,3,6,10,13,16,19,22,25,28,31,34,38,40,43,47,49,53,56,59,62
34,0,0,0.13755,0.13683,2.14,3,6,10,13,16,19,22,25,28,31,34,38,40,43,47,49,53,56,59,62
35,0,0,0.13697,0.13626,2.2,3,6,10,13,16,19,22,25,28,31,34,38,40,43,47,49,53,56,59,62
36,0,0.00352,0.13641,0.1357,2.26,3,6,10,13,16,19,22,25,28,31,34,38,40,43,47,49,53,56,59,62
37,0.00705,0.011,0.1359,0.13519,2.32,3,6,10,13,16,19,22,25,28,31,34,38,40,43,47,49,53,56,59,62
38,0.01373,0.0177,0.13544,0.13473,2.38,3,6,10,13,16,19,22,25,28,31,34,38,40,43,47,49,53,56,59,62
39,0.01984,0.02377,0.13502,0.13431,2.43,3,7,10,13,16,19,22,25,28,31,34,38,40,43,47,49,52,56,59,62
40,0.02571,0.02956,0.13462,0.13392,2.49,3,7,10,13,16,19,22,25,28,31,34,38,40,43,47,49,52,56,59,62
41,0.03167,0.03543,0.13421,0.13351,2.55,3,7,10,13,16,19,22,25,28,31,34,38,40,43,47,49,52,56,59,62
42,0.03784,0.04148,0.13378,0.13309,2.61,3,7,10,13,16,19,22,25,28,31,34,38,40,43,47,49,52,56,59,62
43,0.04411,0.04758,0.13334,0.13267,2.66,3,7,10,13,16,19,22,25,28,31,34,38,40,43,47,49,52,56,59,62
44,0.05027,0.05355,0.13291,0.13225,2.72,3,7,10,13,16,19,22,25,28,31,34,38,40,43,47,49,52,56,59,62
45,0.05614,0.05922,0.1325,0.13185,2.79,3,7,10,13,16,19,22,25,28,31,34,38,40,43,47,49,52,56,59,62
46,0.06173,0.06463,0.13211,0.13147,2.85,3,7,10,13,16,19,22,25,28,31,34,38,40,43,47,49,52,56,59,62
47,0.06723,0.06998,0.13172,0.1311,2.91,3,7,10,13,16,19,22,25,28,31,34,38,40,43,47,49,52,56,59,62
48,0.07286,0.07551,0.13132,0.13071,2.97,3,7,10,13,16,19,22,25,28,31,34,38,40,43,47,49,52,56,59,62
49,0.07868,0.0813,0.13091,0.1303,3.03,3,7,10,13,16,19,22,25,28,31,34,38,40,43,47,49,52,56,59,62
50,0.08457,0.08721,0.13049,0.12988,3.1,3,7,10,13,16,19,22,25,28,31,34,38,40,43,47,49,52,56,59,62
51,0.09039,0.09309,0.13007,0.12946,3.15,3,7,10,13,16,19,22,25,28,31,34,38,40,43,47,49,52,56,59,62
52,0.096,0.09878,0.12967,0.12905,3.21,3,7,10,13,16,19,22,25,28,31,34,38,40,43,47,49,52,56,59,62
