epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2
0,0,0,0.19683,0.1937,2.83,1388,2774
1,0,0,0.18945,0.18619,2.85,1389,2775
2,0,0,0.18251,0.17912,2.86,1389,2775
3,0,0,0.17647,0.17295,2.88,1390,2774
4,0,0,0.17086,0.16722,2.9,1390,2774
5,0,0,0.16564,0.16188,2.92,1391,2774
6,0,0,0.16086,0.15698,2.94,1392,2773
7,0,0,0.15657,0.15258,2.95,1392,2773
8,0,0,0.15281,0.14872,2.97,1393,2772
9,0,0,0.14959,0.14542,2.99,1394,2772
10,0,0,0.14694,0.14269,3.0,1394,2771
11,0,0,0.14493,0.14061,3.02,1395,2771
12,0,0,0.14367,0.1393,3.04,1395,2770
13,0,0,0.14286,0.13844,3.05,1396,2769
14,0,0,0.14215,0.1377,3.07,1396,2769
15,0,0,0.14148,0.137,3.09,1397,2768
16,0,0,0.14085,0.13635,3.11,1397,2767
17,0,0,0.14029,0.13576,3.13,1397,2766
18,0,0,0.1398,0.13525,3.14,1398,2766
19,0,0,0.13939,0.13482,3.19,1398,2765
20,0,0,0.13906,0.13449,3.21,1398,2764
21,0,0,0.13882,0.13425,3.23,1398,2763
22,0.0013,0.00054,0.13866,0.13409,3.24,1398,2763
23,0.00294,0.00214,0.13854,0.13398,3.26,1399,2762
24,0.00427,0.00344,0.13845,0.13389,3.28,1399,2761
25,0.0056,0.00475,0.13836,0.1338,3.29,1399,2760
26,0.007,0.00613,0.13826,0.13371,3.31,1399,2760
27,0.00853,0.00765,0.13815,0.13361,3.33,1399,2759
28,0.01021,0.00931,0.13804,0.1335,3.35,1399,2758
29,0.01205,0.01114,0.13791,0.13337,3.36,1399,2757
30,0.01405,0.01313,0.13777,0.13324,3.46,1399,2757
31,0.01618,0.01526,0.13762,0.1331,3.48,1399,2756
32,0.01842,0.01748,0.13746,0.13294,3.5,1399,2755
33,0.02072,0.01976,0.1373,0.13279,3.52,1399,2754
34,0.02307,0.02208,0.13714,0.13263,3.54,1399,2753
35,0.02544,0.02442,0.13697,0.13247,3.56,1399,2752
36,0.02782,0.02674,0.1368,0.13232,3.58,1399,2752
37,0.0302,0.02906,0.13663,0.13216,3.6,1399,2751
38,0.0326,0.0314,0.13647,0.132,3.62,1398,2750
39,0.03502,0.03376,0.1363,0.13184,3.64,1398,2749
40,0.03747,0.03617,0.13612,0.13167,3.65,1398,2748
41,0.03997,0.03862,0.13595,0.13151,3.67,1398,2747
42,0.04253,0.04113,0.13576,0.13134,3.69,1398,2746
43,0.04514,0.04368,0.13558,0.13116,3.71,1398,2745
44,0.04781,0.04628,0.13539,0.13098,3.73,1398,2744
45,0.05053,0.04895,0.1352,0.1308,3.75,1398,2743
46,0.05325,0.05164,0.135,0.13061,3.76,1398,2741
47,0.05597,0.05434,0.13481,0.13043,3.78,1398,2740
48,0.05867,0.05703,0.13461,0.13024,3.8,1398,2739
49,0.06135,0.05969,0.13442,0.13006,3.82,1398,2738
50,0.06398,0.06226,0.13423,0.12988,3.84,1398,2736
51,0.06653,0.06475,0.13405,0.12971,3.85,1398,2735
52,0.06902,0.06717,0.13387,0.12954,3.87,1398,2733
53,0.07144,0.0695,0.1337,0.12938,3.89,1398,2732
54,0.07378,0.07176,0.13353,0.12922,3.91,1398,2731
55,0.07605,0.07395,0.13337,0.12907,3.92,1398,2729
56,0.07823,0.07605,0.13321,0.12892,3.94,1398,2728
57,0.08034,0.07809,0.13306,0.12878,3.96,1398,2726
58,0.08237,0.08004,0.13291,0.12864,3.98,1398,2725
59,0.08433,0.08189,0.13277,0.12851,4.0,1398,2723
60,0.08622,0.08369,0.13263,0.12839,4.01,1398,2722
61,0.08802,0.08541,0.1325,0.12827,4.03,1398,2720
62,0.08975,0.08706,0.13237,0.12815,4.05,1398,2719
63,0.09143,0.08865,0.13225,0.12804,4.06,1398,2717
64,0.09305,0.09019,0.13213,0.12793,4.08,1398,2716
65,0.09462,0.09167,0.13202,0.12783,4.1,1398,2714
66,0.09615,0.0931,0.13191,0.12773,4.12,1398,2713
67,0.09765,0.09448,0.1318,0.12763,4.13,1398,2712
68,0.09913,0.09583,0.13169,0.12753,4.15,1398,2710
69,0.10058,0.09715,0.13158,0.12744,4.17,1398,2709
70,0.10201,0.09844,0.13148,0.12735,4.18,1398,2708
71,0.10343,0.0997,0.13138,0.12726,4.2,1398,2707
72,0.10484,0.10096,0.13127,0.12717,4.22,1398,2705
73,0.10623,0.10222,0.13117,0.12708,4.23,1398,2704
74,0.10761,0.10346,0.13107,0.12699,4.25,1398,2703
75,0.10898,0.10469,0.13097,0.12691,4.27,1398,2702
76,0.11033,0.10589,0.13087,0.12682,4.29,1398,2701
