epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0,0,0.14654,0.15684,0.9,382,760,1138,1516,1891,2269,2647,3026,3402,3780
1,0.0025,0.00174,0.14615,0.15649,0.91,383,761,1139,1517,1892,2268,2646,3027,3401,3780
2,0.007,0.00581,0.14582,0.15617,0.92,383,761,1140,1518,1893,2267,2645,3028,3401,3779
3,0.01096,0.00958,0.14553,0.15587,0.94,383,762,1140,1518,1892,2266,2644,3029,3400,3779
4,0.01458,0.01315,0.14527,0.15559,0.95,384,763,1141,1519,1892,2266,2643,3029,3400,3778
5,0.0179,0.01649,0.14502,0.15533,0.96,384,763,1142,1520,1892,2266,2642,3030,3399,3778
6,0.02103,0.01969,0.14479,0.15507,0.98,384,764,1143,1521,1891,2266,2641,3031,3398,3778
7,0.02403,0.02294,0.14457,0.15482,0.99,385,764,1144,1522,1892,2267,2640,3032,3398,3777
8,0.02701,0.02622,0.14435,0.15456,1.01,385,765,1144,1522,1892,2267,2639,3033,3397,3777
9,0.02997,0.02947,0.14413,0.1543,1.02,385,766,1145,1523,1892,2267,2638,3034,3396,3777
10,0.03286,0.03266,0.14391,0.15405,1.03,386,766,1146,1524,1892,2267,2637,3035,3396,3776
11,0.03569,0.03581,0.1437,0.15379,1.05,386,767,1147,1525,1892,2267,2636,3035,3395,3776
12,0.03849,0.03891,0.14349,0.15355,1.06,386,768,1147,1526,1892,2266,2635,3036,3395,3775
13,0.04129,0.04204,0.14328,0.1533,1.08,387,768,1148,1527,1892,2266,2634,3037,3394,3775
14,0.04413,0.04514,0.14307,0.15305,1.09,387,769,1149,1528,1892,2266,2633,3038,3393,3775
15,0.04702,0.04824,0.14286,0.1528,1.11,387,770,1150,1529,1892,2266,2632,3039,3393,3774
16,0.04995,0.05136,0.14264,0.15255,1.12,388,770,1150,1530,1892,2266,2632,3040,3392,3774
17,0.05292,0.05451,0.14241,0.1523,1.13,388,771,1151,1531,1892,2266,2631,3041,3392,3774
18,0.05591,0.05766,0.14219,0.15204,1.15,388,772,1152,1532,1892,2266,2630,3042,3391,3773
19,0.0589,0.06078,0.14196,0.15179,1.16,389,772,1153,1533,1892,2267,2629,3043,3390,3773
20,0.06187,0.06389,0.14174,0.15154,1.18,389,773,1153,1534,1892,2267,2628,3043,3390,3773
21,0.0648,0.06699,0.14152,0.15129,1.19,390,774,1154,1534,1892,2267,2628,3044,3389,3772
22,0.06772,0.07008,0.1413,0.15104,1.21,390,775,1155,1535,1892,2267,2627,3045,3389,3772
23,0.07062,0.07318,0.14108,0.15079,1.22,390,775,1156,1536,1892,2267,2626,3046,3388,3771
24,0.07353,0.07628,0.14085,0.15053,1.24,391,776,1156,1537,1892,2267,2626,3047,3388,3771
25,0.07646,0.0794,0.14063,0.15028,1.25,391,777,1157,1538,1892,2267,2625,3048,3387,3771
26,0.0794,0.08259,0.14041,0.15002,1.27,391,777,1158,1539,1892,2267,2625,3049,3387,3770
27,0.08238,0.0858,0.14018,0.14975,1.28,392,778,1158,1540,1893,2267,2624,3049,3386,3770
28,0.0854,0.08908,0.13995,0.14949,1.3,392,779,1159,1541,1893,2267,2624,3050,3386,3770
29,0.08843,0.09236,0.13972,0.14922,1.31,393,779,1160,1542,1893,2267,2624,3051,3385,3769
30,0.09154,0.09556,0.13948,0.14895,1.33,393,780,1160,1543,1893,2267,2623,3052,3385,3769
31,0.09481,0.09875,0.13923,0.14869,1.34,393,781,1161,1544,1893,2268,2623,3053,3384,3769
32,0.09795,0.10194,0.13899,0.14843,1.36,394,782,1161,1545,1894,2268,2623,3054,3384,3768
33,0.10093,0.10504,0.13876,0.14817,1.37,394,782,1162,1546,1894,2267,2623,3055,3383,3768
34,0.10393,0.10807,0.13852,0.14792,1.39,394,783,1163,1547,1895,2267,2623,3055,3383,3767
35,0.10704,0.11125,0.13828,0.14766,1.4,395,784,1163,1548,1895,2266,2623,3056,3383,3767
36,0.11023,0.11449,0.13804,0.14739,1.42,395,784,1164,1549,1896,2265,2624,3057,3382,3767
37,0.11346,0.11781,0.13779,0.14711,1.43,396,785,1164,1550,1897,2264,2624,3058,3382,3766
38,0.11669,0.12108,0.13753,0.14684,1.45,396,786,1165,1551,1898,2263,2624,3059,3382,3766
39,0.11993,0.12434,0.13728,0.14656,1.47,396,787,1165,1552,1898,2262,2625,3060,3382,3766
40,0.12316,0.12761,0.13703,0.14629,1.48,397,787,1165,1553,1899,2261,2625,3061,3381,3765
41,0.12643,0.1309,0.13677,0.14601,1.5,397,788,1166,1554,1900,2260,2626,3061,3381,3765
42,0.12971,0.1342,0.13652,0.14574,1.51,397,789,1166,1555,1900,2259,2626,3062,3381,3764
43,0.13299,0.13751,0.13626,0.14546,1.53,398,789,1167,1556,1901,2257,2627,3063,3381,3764
44,0.1363,0.14082,0.136,0.14518,1.54,398,790,1167,1557,1902,2256,2628,3064,3381,3764
45,0.13963,0.14428,0.13574,0.14489,1.56,398,791,1167,1558,1903,2255,2628,3064,3381,3763
46,0.14301,0.14774,0.13547,0.14459,1.57,399,791,1167,1559,1903,2254,2629,3065,3381,3763
47,0.14647,0.15128,0.1352,0.14429,1.58,399,792,1168,1560,1904,2252,2630,3066,3381,3763
48,0.14999,0.15488,0.13492,0.14399,1.6,400,793,1168,1561,1905,2251,2631,3066,3381,3762
49,0.1536,0.15853,0.13463,0.14367,1.62,400,793,1168,1562,1905,2250,2632,3067,3381,3762
50,0.15732,0.16223,0.13433,0.14336,1.63,400,794,1168,1563,1906,2248,2633,3067,3381,3761
51,0.16111,0.16597,0.13403,0.14304,1.65,401,795,1168,1564,1907,2247,2635,3068,3381,3761
52,0.16497,0.16983,0.13372,0.14271,1.66,401,795,1168,1565,1907,2246,2636,3068,3381,3761
53,0.16887,0.17375,0.13341,0.14237,1.68,401,796,1169,1566,1907,2244,2637,3069,3382,3760
54,0.1728,0.17766,0.13309,0.14203,1.69,402,797,1169,1567,1907,2243,2638,3069,3382,3760
55,0.17667,0.18151,0.13278,0.1417,1.71,402,797,1169,1568,1908,2242,2640,3069,3382,3759
56,0.18035,0.18523,0.13249,0.14138,1.73,402,798,1169,1569,1908,2240,2641,3070,3383,3759
57,0.18386,0.18882,0.1322,0.14106,1.74,403,799,1170,1570,1908,2239,2642,3070,3383,3759
58,0.1872,0.19226,0.13193,0.14077,1.76,403,799,1170,1571,1908,2237,2644,3070,3384,3758
59,0.19053,0.19564,0.13166,0.14047,1.78,403,800,1170,1572,1908,2236,2645,3070,3385,3758
60,0.19388,0.199,0.13139,0.14018,1.8,404,801,1170,1573,1909,2235,2647,3070,3385,3757
61,0.19725,0.20233,0.13111,0.13989,1.81,404,801,1170,1574,1909,2234,2648,3071,3386,3757
62,0.20061,0.20565,0.13084,0.13959,1.83,405,802,1170,1575,1909,2233,2650,3071,3387,3757
63,0.20396,0.20896,0.13056,0.1393,1.84,405,802,1171,1575,1910,2232,2651,3071,3387,3756
64,0.20732,0.21227,0.13029,0.13901,1.86,405,803,1171,1576,1910,2231,2652,3071,3388,3756
65,0.21068,0.21561,0.13001,0.13872,1.88,406,804,1171,1577,1911,2230,2654,3071,3389,3755
66,0.21405,0.21897,0.12973,0.13842,1.9,406,804,1171,1578,1911,2229,2655,3071,3390,3755
67,0.21742,0.22233,0.12945,0.13812,1.92,406,805,1171,1579,1912,2228,2656,3071,3391,3755
