epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2
0,0,0,0.40378,0.40281,0.05,22,44
1,0,0,0.39843,0.39747,0.07,22,44
2,0,0,0.39313,0.39219,0.09,22,44
3,0,0,0.38784,0.38691,0.1,22,44
4,0,0,0.38254,0.3816,0.12,22,44
5,0,0,0.37716,0.37623,0.14,22,43
6,0,0,0.37171,0.37078,0.15,22,43
7,0,0,0.36613,0.36522,0.16,22,43
8,0,0,0.36043,0.35953,0.18,22,43
9,0,0,0.35501,0.35411,0.2,22,43
10,0,0,0.35035,0.34944,0.21,22,43
11,0,0,0.34574,0.34481,0.23,22,43
12,0,0,0.3421,0.34117,0.25,22,43
13,0,0,0.33853,0.33761,0.27,22,43
14,0,0,0.33461,0.33371,0.28,22,43
15,0,0,0.33033,0.32943,0.3,22,43
16,0,0,0.32562,0.32471,0.32,22,43
17,0,0,0.32041,0.3195,0.34,22,43
18,0,0,0.31466,0.31375,0.36,22,43
19,0,0,0.30843,0.30751,0.38,22,43
20,0,0,0.30179,0.30086,0.4,22,43
21,0,0,0.29484,0.2939,0.43,22,43
22,0,0,0.28765,0.28671,0.45,22,43
23,0,0,0.2803,0.27935,0.47,22,43
24,0,0,0.27282,0.27187,0.49,22,43
25,0,0,0.26526,0.26431,0.51,22,43
26,0,0,0.25763,0.25669,0.53,22,43
27,0,0,0.24998,0.24904,0.54,22,43
28,0,0,0.24232,0.24138,0.56,22,43
29,0,0,0.23469,0.23375,0.58,22,43
30,0,0,0.22711,0.22618,0.6,22,43
31,0,0,0.21962,0.21868,0.62,22,43
32,0,0,0.21224,0.21131,0.64,22,43
33,0,0,0.20501,0.20409,0.65,22,43
34,0,0,0.19796,0.19705,0.67,22,43
35,0,0,0.19114,0.19023,0.69,22,43
36,0,0,0.18457,0.18368,0.71,22,43
37,0,0,0.17831,0.17743,0.72,22,43
38,0,0,0.17238,0.17152,0.74,22,43
39,0,0,0.16684,0.166,0.76,21,43
40,0,0,0.16172,0.1609,0.78,21,43
41,0,0,0.15705,0.15625,0.79,21,43
42,0,0,0.15287,0.1521,0.81,21,43
43,0,0,0.1492,0.14846,0.83,21,43
44,0,0,0.14604,0.14534,0.85,21,43
45,0,0,0.14341,0.14274,0.86,21,43
