epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0.0038549572340681845,0.007583965330444204,0.0,0.0,0.01,18,36,54,72,90,108,126,144,162,180
1,0.0038549572340681845,0.007583965330444204,0.0,0.0,0.02,18,36,54,72,90,108,126,144,162,180
2,0.0038549572340681845,0.007583965330444204,0.0,0.0,0.02,18,36,54,72,90,108,126,144,162,180
3,0.0038549572340681845,0.007583965330444204,0.0,0.0,0.03,18,36,54,72,90,108,126,144,162,180
4,0.0038549572340681845,0.007583965330444204,0.0,0.0,0.03,18,36,54,72,90,108,126,144,162,180
5,0.0038549572340681845,0.007583965330444204,0.0,0.0,0.04,18,36,54,72,90,108,126,144,162,180
6,0.0038549572340681845,0.007583965330444204,0.0,0.0,0.04,18,36,54,72,90,108,126,144,162,180
7,0.0038549572340681845,0.007583965330444204,0.0,0.0,0.05,18,36,54,72,90,108,126,144,162,180
8,0.0038549572340681845,0.007583965330444204,0.0,0.0,0.06,18,36,54,72,90,109,126,144,162,180
9,0.0038549572340681845,0.007583965330444204,0.0,0.0,0.06,18,36,54,72,90,109,126,144,162,180
10,0.0038549572340681845,0.007583965330444204,0.0,0.0,0.07,18,36,54,72,90,109,126,145,162,180
11,0.0038549572340681845,0.007583965330444204,0.0,0.0,0.07,18,36,54,72,90,109,127,145,162,180
12,0.0038549572340681845,0.007583965330444204,0.0,0.0,0.08,18,36,54,72,90,109,127,145,162,180
13,0.0038549572340681845,0.007583965330444204,0.0,0.0,0.09,18,36,54,72,90,109,127,145,162,180
14,0.0038549572340681845,0.007583965330444204,0.0,0.0,0.09,18,36,55,72,90,109,127,145,162,180
15,0.0038549572340681845,0.007583965330444204,0.0,0.0,0.1,18,36,55,72,90,109,127,145,162,180
16,0.0038549572340681845,0.007583965330444204,0.0,0.0,0.1,18,36,55,72,90,109,127,145,162,180
17,0.0038549572340681845,0.007583965330444204,0.0,0.0,0.11,18,36,55,72,90,109,127,145,162,180
18,0.0038549572340681845,0.007583965330444204,0.0,0.0,0.12,18,36,55,72,91,109,127,145,162,180
19,0.0038549572340681845,0.007583965330444204,0.0,0.0,0.12,18,36,55,72,91,109,127,145,162,180
20,0.0038549572340681845,0.007583965330444204,0.0,0.0,0.13,18,36,55,72,91,109,127,145,162,180
