epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0.36705253784505787,0.3333333333333333,0.0018112317376219877,-0.007346007427500467,0.01,4,8,13,17,21,25,29,34,38,42,46,50,54,59,63,67,71,75,80,84,88,92,96,100,105,109,113,117,121,126
1,0.378806767586821,0.34935897435897434,0.0,0.0,0.01,4,9,13,17,21,25,29,34,38,42,46,50,55,59,63,67,71,75,79,84,88,92,96,100,105,109,113,117,121,126
2,0.378806767586821,0.34935897435897434,0.0,0.0,0.02,4,9,13,17,21,25,29,33,38,42,46,50,55,59,63,67,71,75,79,84,88,92,96,100,105,109,113,117,121,125
3,0.378806767586821,0.34935897435897434,0.0,0.0,0.03,4,9,13,17,21,25,29,33,38,42,46,50,55,59,63,67,71,75,79,84,88,92,96,100,105,109,113,117,121,125
4,0.378806767586821,0.34935897435897434,0.0,0.0,0.03,4,9,13,17,21,25,29,33,38,42,46,50,55,59,63,67,71,76,79,84,88,92,96,100,105,109,113,117,121,125
5,0.378806767586821,0.34935897435897434,0.0,0.0,0.04,4,9,13,17,21,25,29,33,38,42,46,50,55,59,63,67,71,76,79,84,88,92,96,100,104,109,113,117,121,125
6,0.378806767586821,0.34935897435897434,0.0,0.0,0.04,4,9,13,17,21,25,29,33,38,42,46,50,55,59,63,67,71,76,79,84,88,92,96,100,104,109,113,117,121,125
7,0.378806767586821,0.34935897435897434,0.0,0.0,0.05,4,9,13,17,21,25,29,33,38,42,46,50,55,59,63,67,71,76,79,84,88,92,96,100,104,109,113,117,121,125
8,0.378806767586821,0.34935897435897434,0.0,0.0,0.05,4,9,13,17,21,25,29,33,38,42,46,50,55,59,63,67,71,76,79,84,88,92,96,100,104,109,113,117,121,125
9,0.378806767586821,0.34935897435897434,0.0,0.0,0.06,4,9,13,17,21,25,29,33,38,42,46,50,55,59,63,67,71,76,79,84,88,92,96,100,104,109,113,117,121,125
10,0.378806767586821,0.34935897435897434,0.0,0.0,0.06,4,9,13,17,21,25,29,33,38,42,46,50,55,59,63,67,71,76,79,84,88,92,96,100,104,109,113,117,121,125
11,0.378806767586821,0.34935897435897434,0.0,0.0,0.07,4,9,13,17,21,25,29,33,38,42,46,50,55,59,63,67,71,76,79,84,88,92,96,100,104,109,113,117,121,125
12,0.378806767586821,0.34935897435897434,0.0,0.0,0.07,4,9,13,17,21,25,29,33,38,42,46,50,55,59,63,67,71,76,79,84,88,92,96,100,104,109,113,117,121,125
13,0.378806767586821,0.34935897435897434,0.0,0.0,0.08,4,9,13,17,21,25,29,33,38,42,46,50,55,59,63,67,71,76,79,84,87,92,96,100,104,109,113,117,121,125
14,0.378806767586821,0.34935897435897434,0.0,0.0,0.08,4,9,13,17,21,25,29,33,38,42,46,50,55,59,63,67,71,76,80,84,87,92,96,100,104,109,113,117,121,125
15,0.378806767586821,0.34935897435897434,0.0,0.0,0.09,4,9,13,17,21,25,29,33,38,42,46,50,55,59,63,68,71,76,80,84,87,92,96,100,104,109,113,117,121,125
16,0.378806767586821,0.34935897435897434,0.0,0.0,0.1,4,9,13,17,21,25,29,33,38,42,46,50,55,59,63,68,71,76,80,84,87,92,96,100,104,109,113,117,121,125
17,0.378806767586821,0.34935897435897434,0.0,0.0,0.1,4,9,13,17,21,25,29,33,38,42,46,50,55,59,63,68,71,76,80,84,87,92,96,100,104,109,113,117,121,125
18,0.378806767586821,0.34935897435897434,0.0,0.0,0.11,4,9,13,17,21,25,29,33,38,42,46,50,55,59,63,68,71,76,80,84,87,92,96,100,104,109,113,117,121,125
19,0.378806767586821,0.34935897435897434,0.0,0.0,0.11,4,9,13,17,21,25,29,33,38,42,46,50,55,59,63,68,71,76,80,84,87,92,96,100,104,109,113,117,121,125
20,0.378806767586821,0.34935897435897434,0.0,0.0,0.12,4,9,13,17,21,25,29,33,38,42,46,50,55,59,63,68,70,76,80,84,87,92,96,100,104,109,113,117,121,125
21,0.378806767586821,0.34935897435897434,0.0,0.0,0.12,4,9,13,17,21,25,29,33,38,42,46,50,55,59,64,68,70,76,80,84,87,92,96,100,104,109,113,117,121,125
22,0.378806767586821,0.34935897435897434,0.0,0.0,0.13,4,9,13,17,21,25,29,33,38,42,46,50,55,59,64,68,70,76,80,84,87,92,96,100,104,109,113,117,121,125
23,0.378806767586821,0.34935897435897434,0.0,0.0,0.13,4,9,13,17,21,25,29,33,38,42,46,50,55,59,64,68,70,76,80,84,87,92,96,100,104,109,113,117,121,125
24,0.378806767586821,0.34935897435897434,0.0,0.0,0.14,4,9,13,17,21,25,29,33,38,42,46,49,55,59,64,68,70,76,80,84,87,92,96,100,104,109,113,117,121,125
25,0.378806767586821,0.34935897435897434,0.0,0.0,0.14,4,9,13,17,22,25,29,33,38,42,46,49,55,60,64,68,70,76,80,83,87,92,96,100,104,109,113,117,121,125
26,0.378806767586821,0.34935897435897434,0.0,0.0,0.15,4,9,13,17,22,25,29,33,38,42,46,49,55,60,64,68,70,76,80,83,87,92,96,100,104,109,113,117,121,125
27,0.378806767586821,0.34935897435897434,0.0,0.0,0.15,4,9,13,17,22,25,29,33,38,42,46,49,55,60,64,68,70,76,80,83,87,92,96,100,104,109,113,117,121,125
28,0.378806767586821,0.34935897435897434,0.0,0.0,0.16,4,9,13,17,22,25,29,33,38,42,46,49,55,60,64,68,70,76,80,83,87,92,95,100,104,109,113,117,121,125
29,0.378806767586821,0.34935897435897434,0.0,0.0,0.16,4,9,13,17,22,25,29,33,38,42,46,49,56,60,64,68,70,76,80,84,87,92,95,100,104,109,113,117,121,125
30,0.378806767586821,0.34935897435897434,0.0,0.0,0.17,4,9,13,17,22,25,29,33,38,42,46,49,56,60,64,68,70,76,80,84,87,92,95,100,104,109,112,117,121,125
31,0.378806767586821,0.34935897435897434,0.0,0.0,0.18,4,9,13,17,22,25,29,33,38,42,46,49,56,60,64,68,70,76,80,84,87,92,95,100,104,109,112,117,121,125
32,0.378806767586821,0.34935897435897434,0.0,0.0,0.18,4,9,13,17,22,25,29,33,38,42,46,49,56,60,64,68,70,76,80,84,87,92,95,100,104,109,112,117,121,125
33,0.378806767586821,0.34935897435897434,0.0,0.0,0.19,4,9,13,17,22,25,29,33,38,42,46,49,56,60,64,68,70,76,80,84,87,92,95,100,104,109,112,117,121,125
34,0.378806767586821,0.34935897435897434,0.0,0.0,0.19,4,9,13,17,22,25,29,33,38,42,46,49,56,60,64,68,70,76,80,84,87,92,95,100,104,109,112,117,121,125
35,0.378806767586821,0.34935897435897434,0.0,0.0,0.2,4,9,13,17,22,25,29,33,38,42,46,49,56,60,64,68,70,77,80,84,87,92,95,100,104,109,112,117,121,125
36,0.378806767586821,0.34935897435897434,0.0,0.0,0.2,4,9,13,17,22,25,29,33,38,42,46,49,56,60,64,68,70,77,80,84,87,92,95,100,104,109,112,117,121,125
37,0.378806767586821,0.34935897435897434,0.0,0.0,0.21,4,9,13,17,22,25,28,33,38,42,46,49,56,60,64,68,70,77,80,84,87,92,95,100,104,109,112,117,121,125
38,0.378806767586821,0.34935897435897434,0.0,0.0,0.22,4,9,13,17,22,25,28,33,38,42,46,49,56,60,64,68,70,77,80,84,87,92,95,100,104,110,112,117,121,125
39,0.378806767586821,0.34935897435897434,0.0,0.0,0.22,4,9,13,17,22,25,28,33,38,42,46,49,56,60,64,68,70,77,80,84,87,92,95,100,104,110,112,117,121,125
40,0.378806767586821,0.34935897435897434,0.0,0.0,0.23,4,9,13,17,22,24,28,33,38,42,46,49,56,60,64,68,70,77,80,84,87,92,95,100,104,110,112,117,121,125
41,0.378806767586821,0.34935897435897434,0.0,0.0,0.23,4,9,13,17,22,24,28,33,38,42,46,49,56,60,64,68,70,77,80,84,87,92,95,100,104,110,112,117,121,125
42,0.378806767586821,0.34935897435897434,0.0,0.0,0.24,4,9,13,18,22,24,28,33,38,42,46,49,56,60,64,68,70,77,80,84,87,92,95,100,104,110,112,117,121,125
43,0.378806767586821,0.34935897435897434,0.0,0.0,0.24,4,9,13,18,22,24,28,33,38,42,46,49,56,60,64,68,70,77,81,84,87,92,95,100,104,110,112,117,121,125
44,0.378806767586821,0.34935897435897434,0.0,0.0,0.25,4,9,13,18,22,24,28,33,38,42,46,49,56,60,64,68,70,77,81,84,87,92,95,100,104,110,112,117,121,125
45,0.378806767586821,0.34935897435897434,0.0,0.0,0.25,4,9,13,18,22,24,28,33,38,42,46,49,56,60,64,68,70,77,81,84,87,92,95,100,104,110,112,117,121,125
46,0.378806767586821,0.34935897435897434,0.0,0.0,0.26,4,9,13,18,22,24,28,32,38,42,46,49,56,60,64,68,70,77,81,84,86,92,95,101,104,110,112,117,121,125
47,0.378806767586821,0.34935897435897434,0.0,0.0,0.26,4,9,13,18,22,24,28,32,38,42,46,49,56,60,64,68,70,77,81,84,86,92,95,101,104,110,112,116,121,125
48,0.378806767586821,0.34935897435897434,0.0,0.0,0.27,4,9,13,18,22,24,28,32,38,42,46,49,56,60,64,68,70,77,81,84,86,92,95,101,104,110,112,116,121,125
49,0.378806767586821,0.34935897435897434,0.0,0.0,0.27,4,9,13,18,22,24,28,32,38,42,46,49,56,61,64,68,70,77,81,84,86,92,95,101,104,110,112,116,121,125
50,0.378806767586821,0.34935897435897434,0.0,0.0,0.28,4,9,13,18,22,24,28,32,38,42,46,49,56,61,64,68,70,77,81,84,86,92,95,101,104,110,112,116,121,125
51,0.378806767586821,0.34935897435897434,0.0,0.0,0.29,4,9,13,18,22,24,28,32,38,42,46,49,56,61,64,68,70,77,81,84,86,92,95,101,104,110,112,116,121,125
52,0.378806767586821,0.34935897435897434,0.0,0.0,0.29,4,9,13,18,22,24,28,32,38,42,46,49,57,61,64,67,70,77,81,84,86,92,95,101,104,110,112,116,121,125
