epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0.02168,0.02073,-0.00264,-0.00202,0.07,8,15,23,31,38,46,53,61,69,76,84,92,99,107,114,122,130,137,145,152,160,168,175,183,190
1,0.02209,0.02073,-0.02606,-0.02852,0.11,8,15,23,31,38,46,54,61,69,76,84,92,99,107,114,122,130,137,145,152,160,168,175,183,190
2,0.04133,0.04756,-0.05088,-0.0404,0.14,8,15,23,31,38,46,54,61,69,76,84,92,99,107,114,122,130,137,145,152,160,168,175,183,190
3,0.08795,0.09024,-0.02662,-0.01934,0.17,8,15,23,31,38,46,54,61,69,76,84,92,99,107,114,122,130,137,145,152,160,168,175,183,190
4,0.1156,0.10976,-0.00555,-0.00752,0.2,8,15,23,31,38,46,54,61,69,76,84,92,99,106,114,122,130,137,145,152,160,168,175,183,190
5,0.12224,0.11951,-0.00048,-0.00053,0.24,8,15,23,31,38,46,54,61,69,76,84,92,99,106,114,122,130,137,145,152,160,168,175,183,190
6,0.12441,0.12073,0.00141,0.00058,0.27,8,16,23,31,38,46,54,61,68,76,84,92,99,106,114,122,130,137,145,152,160,168,175,183,190
7,0.12481,0.12195,0.00213,0.00252,0.31,8,16,23,31,38,46,54,61,68,76,83,92,99,106,114,122,130,137,145,152,160,168,175,183,190
8,0.12468,0.12195,0.00283,0.00322,0.34,8,16,23,31,39,46,54,61,68,76,83,92,99,106,114,122,130,137,145,152,160,168,175,183,190
9,0.12468,0.12195,0.00518,0.00559,0.38,8,16,23,31,39,46,54,61,68,76,83,92,99,106,114,122,130,137,145,152,160,168,175,183,190
10,0.12468,0.12195,0.00907,0.00892,0.41,8,16,23,31,39,46,54,61,68,76,83,92,99,106,114,122,130,137,145,152,160,168,175,183,190
11,0.12468,0.12195,0.01436,0.01414,0.44,8,16,23,31,39,46,54,61,68,76,83,92,100,106,114,122,130,137,145,152,160,168,175,183,190
12,0.12468,0.12195,0.02028,0.01822,0.48,8,16,23,31,39,46,54,62,68,76,83,92,100,106,114,122,130,137,145,152,160,168,175,183,190
13,0.12468,0.12195,0.02504,0.02227,0.51,8,16,23,31,39,46,54,62,68,76,83,92,100,106,114,123,130,137,145,152,160,168,175,183,190
14,0.12468,0.12195,0.02881,0.02495,0.54,8,16,23,31,39,46,54,62,68,76,83,92,100,106,114,123,130,136,145,152,159,168,175,183,190
15,0.12468,0.12195,0.03136,0.02775,0.57,8,16,23,31,39,46,54,62,68,76,83,92,100,106,114,123,130,136,145,152,159,168,175,183,190
16,0.12468,0.12195,0.03266,0.02907,0.61,8,16,23,31,39,46,54,62,68,76,83,92,100,106,114,123,130,136,145,152,159,168,175,183,190
